기준년도,기준월,기준일,건축년도,아파트명,층수,도로명,법정동명,거래금액(만원),전용면적(㎡)
2017,10,11,1990,주공8(고층),13,하안로,하안동,31000,59.39
2017,10,11,1990,주공10,1,하안로,하안동,37600,79.07
2017,10,11,1989,주공3,1,안현로,하안동,19600,41.3
2017,10,11,2009,두산위브트레지움,35,광덕산로,하안동,76500,125.164
2017,10,11,1990,주공12,6,하안로,하안동,26000,44.89
2017,10,11,1990,주공10,8,하안로,하안동,22000,45.9
2017,10,11,1990,주공9,11,하안로,하안동,30500,58.01
2017,10,11,1990,주공5,14,가림로,하안동,28900,59.39
2017,10,11,1990,주공12,10,하안로,하안동,48900,84.79
2017,10,11,1989,주공3,15,안현로,하안동,26000,49.94
2017,10,11,1990,주공5,11,가림로,하안동,27800,59.39
2017,10,11,1990,주공5,11,가림로,하안동,22300,45.77
2017,10,11,1990,주공5,2,가림로,하안동,26500,59.39
2017,10,11,2010,이편한세상센트레빌,30,오리로,하안동,82000,123.7
2017,10,11,1989,주공1,7,안현로,하안동,28500,49.94
2017,10,11,1990,주공7,10,금당로,하안동,24400,45.77
2017,10,11,1990,주공8(고층),7,하안로,하안동,38200,79.07
2017,10,11,2009,두산위브트레지움,15,광덕산로,하안동,69300,84.996
2017,10,11,1989,주공2,12,안현로,하안동,33000,61.52
2017,10,11,1989,주공1,4,안현로,하안동,27000,49.94
2017,10,11,1990,주공8(고층),8,하안로,하안동,39300,79.07
2017,10,11,1985,저층주공9,2,모세로,철산동,51000,47.1
2017,10,11,1990,주공10,9,하안로,하안동,31000,58.01
2017,10,11,1990,주공8(고층),3,하안로,하안동,37800,79.07
2017,10,31,1990,주공10,4,하안로,하안동,29900,59.39
2017,10,31,2001,도덕파크타운2단지,9,가림일로,철산동,32000,49.98
2017,10,31,2009,철산래미안자이,11,디지털로,철산동,69000,84.35
2017,10,31,1985,저층주공10,3,가마산로,철산동,37000,47.25
2017,10,31,2010,철산푸르지오하늘채,8,디지털로,철산동,63000,84.999
2017,10,31,1990,우성아파트,3,시청로,철산동,27300,54.36
2017,10,31,2007,두산위브,12,사성로,철산동,53800,114.99
2017,10,31,2007,광명푸르지오,12,도덕공원로,철산동,46000,84.765
2017,10,31,2002,도덕파크타운1단지,4,가림일로,철산동,43500,84.98
2017,10,31,2009,철산래미안자이,31,디지털로,철산동,78000,115.66
2017,10,31,1986,주공12,6,디지털로,철산동,39300,61.38
2017,10,31,2002,도덕파크타운1단지,1,가림일로,철산동,40000,84.98
2017,10,31,1995,광명주택조합현대,1,가림일로,하안동,31900,84.9
2017,10,31,1990,주공8(고층),9,하안로,하안동,39500,79.07
2017,10,31,1989,주공3,7,안현로,하안동,20900,36.34
2017,10,31,1990,주공12,12,하안로,하안동,27350,44.89
2017,10,31,1990,주공8(고층),3,하안로,하안동,22500,45.77
2017,10,31,1990,주공7,12,금당로,하안동,32000,59.39
2017,10,31,1989,주공2,10,안현로,하안동,31900,61.52
2017,10,31,1989,주공3,8,안현로,하안동,21700,41.3
2017,10,31,2001,철산리버빌 주공아파트,13,안양천로502번길,철산동,33900,59.42
2017,10,31,2001,도덕파크타운2단지,13,가림일로,철산동,34300,49.97
2017,10,31,2011,광명해모로이연,7,목감로,광명동,50700,84.99
2017,10,31,2010,광명제일풍경채,15,광명로831번길,광명동,38000,59.99
2017,10,31,1992,현대2,8,영당로22번길,소하동,30500,84.75
2017,10,31,1995,상우2차,16,도덕로28번안길,광명동,24600,59.7
2017,10,31,2009,철산래미안자이,8,디지털로,철산동,71000,84.66
2017,10,31,2007,광명푸르지오,6,도덕공원로,철산동,48000,84.765
2017,10,31,2006,브라운스톤,9,도덕공원로,철산동,48766,84.941
2017,10,31,1986,주공12,6,디지털로,철산동,47000,73.08
2017,10,31,2002,도덕파크타운1단지,12,가림일로,철산동,45600,84.98
2017,10,31,2009,철산래미안자이,10,디지털로,철산동,73500,84.66
2017,10,31,1986,주공13,15,철산로,철산동,64500,121.26
2017,10,31,1986,주공12,9,디지털로,철산동,39400,61.38
2017,10,31,1986,주공12,2,디지털로,철산동,48200,83.01
2017,10,31,1986,주공12,11,디지털로,철산동,43400,60.21
2017,10,31,2002,도덕파크타운1단지,14,가림일로,철산동,38700,59.82
2017,10,31,2007,월드메르디앙,3,목감로,광명동,43500,84.83
2017,10,31,1993,중앙하이츠1,6,도덕로,광명동,25700,56.49
2017,10,31,1997,광명한진타운,8,광명로,광명동,47800,84.95
2017,10,31,1997,상우3차,5,광명로775번길,광명동,26750,59.7
2017,10,31,1995,상우1차,18,도덕로,광명동,32000,84.54
2017,10,31,1998,광명신원,15,도덕로65번길,광명동,30500,75.66
2017,10,31,2011,광명해모로이연,4,목감로,광명동,47800,84.986
2017,10,31,2007,팰리스필 2차(782),13,새터안로12번길,광명동,40000,84.95
2017,10,31,1993,중앙하이츠1,5,도덕로,광명동,25750,56.49
2017,10,31,1999,중앙하이츠3,7,광명로848번길,광명동,27500,59.23
2017,10,31,2007,월드메르디앙,11,목감로,광명동,39900,59.7
2017,10,31,2007,팰리스필 2차(782),3,새터안로12번길,광명동,30000,63.56
2017,10,31,2005,현진에버빌,17,목감로,광명동,39200,59.807
2017,10,31,1997,광명한진타운,11,광명로,광명동,47300,84.95
2017,10,31,1998,광명신원,2,도덕로65번길,광명동,25000,59.96
2017,10,31,2010,광명제일풍경채,9,광명로831번길,광명동,49400,112.13
2017,10,31,2009,광명소하휴먼시아3단지,5,소하로,소하동,51800,84.83
2017,10,31,2011,광명역세권휴먼시아5단지,10,서원로,소하동,59000,119.03
2017,10,31,1989,주공4,8,안현로,하안동,24000,45.77
2017,10,31,1990,주공6,13,금당로,하안동,23000,41.3
2017,10,31,1990,주공11,14,하안로,하안동,22300,41.3
2017,10,31,1989,주공1,10,안현로,하안동,25000,49.94
2017,10,31,1990,주공11,3,하안로,하안동,27000,49.94
2017,10,31,2010,광명소하휴먼시아7단지,9,소하로,소하동,56800,119.79
2017,10,31,2002,도덕파크타운1단지,7,가림일로,철산동,36800,59.82
2017,10,31,1986,주공13,8,철산로,철산동,51400,83.52
2017,10,31,1992,철산한신,20,디지털로,철산동,40500,89.455
2017,10,31,1986,주공12,14,디지털로,철산동,41800,53.46
2017,10,31,2010,철산푸르지오하늘채,14,디지털로,철산동,77200,114.982
2017,10,31,2010,철산푸르지오하늘채,24,디지털로,철산동,65250,84.999
2017,10,31,1986,주공13,11,철산로,철산동,47000,73.08
2017,10,31,1990,주공8(고층),11,하안로,하안동,23400,45.77
2017,10,31,1990,주공10,15,하안로,하안동,23750,45.77
2017,10,31,1990,주공6,15,금당로,하안동,22900,41.3
2017,10,31,1990,주공7,11,금당로,하안동,30800,58.01
2017,10,31,1990,주공5,14,가림로,하안동,37200,79.07
2017,10,31,1989,주공1,3,안현로,하안동,26000,49.94
2017,10,31,1990,주공12,1,하안로,하안동,44800,84.79
2017,10,31,2010,이편한세상센트레빌,26,오리로,하안동,59950,84.981
2017,10,31,1990,주공8(고층),4,하안로,하안동,29500,59.39
2017,10,31,1990,주공12,6,하안로,하안동,43900,76.51
2017,10,31,1990,주공8(고층),5,하안로,하안동,38500,79.07
2017,10,31,1990,주공8(고층),9,하안로,하안동,30800,58.01
2017,10,31,1989,주공1,10,안현로,하안동,21100,41.3
2017,10,31,1989,주공3,10,안현로,하안동,27700,49.94
2017,10,31,1990,주공12,1,하안로,하안동,41000,76.51
2017,10,31,2009,두산위브트레지움,8,광덕산로,하안동,66250,84.986
2017,10,31,2010,이편한세상센트레빌,8,오리로,하안동,60000,84.98
2017,10,31,1989,주공1,8,안현로,하안동,26000,49.94
2017,10,31,1990,주공8(고층),5,하안로,하안동,24000,45.77
2017,10,31,1994,미도3차,16,영당로21번길,소하동,32300,84.84
2017,10,31,2009,광명소하휴먼시아3단지,6,소하로,소하동,51800,84.83
2017,10,31,2010,광명소하휴먼시아7단지,7,소하로,소하동,56800,119.75
2017,10,31,2010,광명역세권휴먼시아4단지,19,성채로,소하동,54150,84.99
2017,10,31,2010,광명신촌휴먼시아1단지,10,신촌로,소하동,48500,84.84
2017,10,31,2010,광명신촌휴먼시아1단지,10,신촌로,소하동,51000,84.47
2017,10,31,2010,광명소하휴먼시아7단지,7,소하로,소하동,53900,101.94
2017,10,31,1993,미도아파트2차,11,영당로22번길,소하동,25000,59.67
2017,10,31,2009,광명소하휴먼시아5단지,9,소하로,소하동,53500,84.95
2017,10,31,2010,광명신촌휴먼시아1단지,13,신촌로,소하동,50800,84.47
2017,10,31,1998,광명삼익,19,하안로,소하동,35500,84.98
2017,10,31,2010,광명신촌휴먼시아1단지,13,신촌로,소하동,55000,84.95
2017,10,31,2010,광명신촌휴먼시아1단지,15,신촌로,소하동,49600,84.47
2017,10,31,2011,광명역세권휴먼시아5단지,16,서원로,소하동,76500,123.76
2017,10,31,2010,광명역세권휴먼시아4단지,17,성채로,소하동,49400,84.99
2017,10,31,2010,광명소하휴먼시아7단지,10,소하로,소하동,55000,119.75
2017,10,31,2009,광명소하휴먼시아5단지,5,소하로,소하동,52300,84.83
2017,10,31,2009,광명소하휴먼시아5단지,8,소하로,소하동,53000,84.87
2017,10,31,2017,바움캐슬 주상복합 아파트,6,기아로,소하동,37000,59.602
2017,10,31,2009,광명소하휴먼시아3단지,5,소하로,소하동,52800,84.83
2017,10,31,1990,주공5,3,가림로,하안동,20500,45.77
2017,10,31,2010,이편한세상센트레빌,18,오리로,하안동,60000,84.981
2017,10,31,1989,주공4,6,안현로,하안동,23500,45.77
2017,10,31,1990,주공5,15,가림로,하안동,26250,58.01
2017,10,31,1990,주공10,4,하안로,하안동,20800,45.9
2017,10,31,1990,주공7,7,금당로,하안동,41000,79.07
2017,10,31,1990,주공9,9,하안로,하안동,30800,58.01
2017,10,31,1990,주공10,6,하안로,하안동,31300,58.01
2017,10,31,1990,주공12,15,하안로,하안동,35000,59.22
2017,10,31,1985,저층주공10,3,가마산로,철산동,37000,47.25
2017,10,31,2002,도덕파크타운1단지,4,가림일로,철산동,36500,59.82
2017,10,31,1990,우성아파트,9,시청로,철산동,38200,84.74
2017,10,31,1986,주공13,12,철산로,철산동,44200,73.09
2017,10,31,2001,도덕파크타운2단지,18,가림일로,철산동,25750,39.73
2017,10,31,1985,저층주공9,4,모세로,철산동,45300,39.72
2017,10,31,2009,철산래미안자이,2,디지털로,철산동,64000,84.35
2017,10,31,1986,주공12,3,디지털로,철산동,44500,73.08
2017,10,31,2009,철산래미안자이,14,디지털로,철산동,57500,59.87
2017,10,31,2010,철산푸르지오하늘채,23,디지털로,철산동,70900,84.993
2017,11,01,2009,철산래미안자이,31,디지털로,철산동,70000,84.44
2017,11,01,1986,주공13,12,철산로,철산동,52000,83.52
2017,11,01,1986,주공12,11,디지털로,철산동,42300,60.21
2017,11,01,1986,주공13,10,철산로,철산동,51700,83.7
2017,11,01,1986,주공12,9,디지털로,철산동,40800,61.38
2017,11,01,1992,쌍마한신,14,철산로,철산동,46000,84.93
2017,11,01,2007,월드메르디앙,16,목감로,광명동,39800,59.7
2017,11,01,2007,월드메르디앙,21,목감로,광명동,45000,84.83
2017,11,01,1997,광명한진타운,21,광명로,광명동,40700,59.93
2017,11,01,1993,중앙하이츠1,1,도덕로,광명동,34000,84.79
2017,11,01,1993,중앙하이츠1,14,도덕로,광명동,35500,84.79
2017,11,01,2005,영화아이닉스,7,광명로848번길,광명동,35000,54.66
2017,11,01,1997,상우3차,4,광명로775번길,광명동,32800,82.2
2017,11,01,2015,더프라임타워,9,광명로,광명동,37600,66.42
2017,11,01,1997,광명한진타운,11,광명로,광명동,45300,84.95
2017,11,01,1993,중앙하이츠1,12,도덕로,광명동,36200,84.79
2017,11,01,2011,광명해모로이연,21,목감로,광명동,59800,141.32
2017,11,01,1997,광명한진타운,17,광명로,광명동,39500,59.93
2017,11,01,2007,월드메르디앙,2,목감로,광명동,42500,84.83
2017,11,01,1998,광명신원,16,도덕로65번길,광명동,27700,59.96
2017,11,01,2010,광명역세권휴먼시아4단지,5,성채로,소하동,49200,84.99
2017,11,01,2010,광명역세권휴먼시아4단지,5,성채로,소하동,47000,74.98
2017,11,01,2010,광명신촌휴먼시아1단지,14,신촌로,소하동,45000,84.84
2017,11,01,2006,금호어울림,16,하안로,소하동,42500,84.99
2017,11,01,2003,동양메이저2,8,하안로,소하동,45900,84.983
2017,11,01,2010,광명신촌휴먼시아1단지,1,신촌로,소하동,41000,59.87
2017,11,01,2010,광명소하휴먼시아2단지,14,소하로,소하동,59500,101.94
2017,11,01,2011,광명해모로이연,8,목감로,광명동,58500,123.873
2017,11,01,2009,철산래미안자이,26,디지털로,철산동,70500,84.66
2017,11,01,1985,저층주공10,3,가마산로,철산동,33400,38.52
2017,11,01,2001,도덕파크타운2단지,12,가림일로,철산동,33500,49.97
2017,11,01,2010,철산푸르지오하늘채,13,디지털로,철산동,74500,114.982
2017,11,01,2005,롯데낙천대,20,사성로,철산동,46100,111.33
2017,11,01,2010,철산푸르지오하늘채,2,디지털로,철산동,72500,114.975
2017,11,01,1986,주공12,11,디지털로,철산동,49000,83.01
2017,11,01,1985,저층주공10,5,가마산로,철산동,36950,47.25
2017,11,01,2009,철산래미안자이,1,디지털로,철산동,64500,84.35
2017,11,01,1992,철산한신,8,디지털로,철산동,41500,89.455
2017,11,01,1985,저층주공7,2,모세로,철산동,56000,49.22
2017,11,01,2009,철산래미안자이,11,디지털로,철산동,59400,59.67
2017,11,01,2001,도덕파크타운2단지,21,가림일로,철산동,34000,49.98
2017,11,01,1986,주공13,5,철산로,철산동,51800,84.77
2017,11,01,1985,저층주공11,1,가마산로,철산동,32500,38.52
2017,11,01,1986,주공12,7,디지털로,철산동,40600,61.38
2017,11,01,2009,철산래미안자이,34,디지털로,철산동,77000,116.73
2017,11,01,2001,도덕파크타운2단지,21,가림일로,철산동,26200,39.65
2017,11,01,1986,주공12,13,디지털로,철산동,41500,53.46
2017,11,01,1992,철산한신,9,디지털로,철산동,44300,89.455
2017,11,01,1986,주공13,3,철산로,철산동,48500,83.7
2017,11,01,1986,주공13,14,철산로,철산동,48000,73.08
2017,11,01,2009,철산래미안자이,8,디지털로,철산동,59500,59.67
2017,11,01,2009,철산래미안자이,29,디지털로,철산동,70000,84.35
2017,11,01,2010,철산푸르지오하늘채,30,디지털로,철산동,73500,114.975
2017,11,01,1986,주공13,4,철산로,철산동,47900,73.08
2017,11,01,1985,저층주공11,2,가마산로,철산동,37000,47.25
2017,11,01,1985,저층주공9,1,모세로,철산동,50800,47.1
2017,11,01,2001,도덕파크타운2단지,19,가림일로,철산동,34500,49.97
2017,11,01,2003,동양메이저2,21,하안로,소하동,37800,59.96
2017,11,01,2006,금호어울림,18,하안로,소하동,42000,84.99
2017,11,01,1989,주공1,8,안현로,하안동,19000,36.34
2017,11,01,1990,주공12,14,하안로,하안동,46000,84.79
2017,11,01,1990,주공5,8,가림로,하안동,37500,79.07
2017,11,01,1990,주공10,6,하안로,하안동,31700,59.39
2017,11,01,2009,두산위브트레지움,1,광덕산로,하안동,70000,98.946
2017,11,01,2010,이편한세상센트레빌,31,오리로,하안동,59500,84.98
2017,11,01,1990,주공10,12,하안로,하안동,41500,79.07
2017,11,01,1990,주공11,6,하안로,하안동,22800,41.3
2017,11,01,2010,광명소하휴먼시아2단지,6,소하로,소하동,64700,135.91
2017,11,01,2010,광명신촌휴먼시아1단지,9,신촌로,소하동,50700,84.95
2017,11,01,2009,광명소하휴먼시아5단지,9,소하로,소하동,53000,84.83
2017,11,01,2009,광명소하휴먼시아3단지,6,소하로,소하동,50700,84.77
2017,11,01,1985,저층주공8,5,모세로,철산동,53500,49.22
2017,11,01,1985,저층주공8,3,모세로,철산동,55000,49.22
2017,11,01,1992,철산한신,18,디지털로,철산동,40500,89.455
2017,11,01,2007,두산위브,6,사성로,철산동,35000,59.81
2017,11,01,1985,저층주공8,3,모세로,철산동,63000,59.3
2017,11,01,2001,도덕파크타운2단지,11,가림일로,철산동,33000,49.97
2017,11,01,1985,저층주공11,4,가마산로,철산동,38000,47.25
2017,11,01,1990,주공12,2,하안로,하안동,26200,44.89
2017,11,01,1990,주공10,3,하안로,하안동,18000,45.55
2017,11,01,2010,이편한세상센트레빌,12,오리로,하안동,60000,84.98
2017,11,01,1989,주공2,5,안현로,하안동,27500,59.39
2017,11,01,2010,이편한세상센트레빌,18,오리로,하안동,74500,123.7
2017,11,01,2010,이편한세상센트레빌,20,오리로,하안동,64600,84.975
2017,11,01,1990,주공8(고층),15,하안로,하안동,28500,59.39
2017,11,01,2010,이편한세상센트레빌,2,오리로,하안동,58800,84.975
2017,11,01,2010,이편한세상센트레빌,20,오리로,하안동,58000,84.98
2017,11,01,2010,이편한세상센트레빌,4,오리로,하안동,70748,146.68
2017,11,01,2009,두산위브트레지움,9,광덕산로,하안동,58000,59.986
2017,11,01,1990,주공8(고층),14,하안로,하안동,39000,79.07
2017,11,01,2010,이편한세상센트레빌,17,오리로,하안동,62000,84.975
2017,11,01,1989,주공3,5,안현로,하안동,28500,49.94
2017,11,01,1998,광명삼익,17,하안로,소하동,29500,59.925
2017,11,01,2010,광명신촌휴먼시아1단지,13,신촌로,소하동,57800,115.97
2017,11,01,2003,동양메이저2,2,하안로,소하동,41000,84.983
2017,11,01,2010,이편한세상센트레빌,23,오리로,하안동,63900,84.975
2017,11,01,1990,주공10,7,하안로,하안동,41800,79.07
2017,11,01,2010,광명소하휴먼시아7단지,2,소하로,소하동,51400,101.94
2017,11,01,2006,금호어울림,16,하안로,소하동,42500,84.99
2017,11,01,2017,바움캐슬 주상복합 아파트,2,기아로,소하동,36000,59.602
2017,11,01,1990,주공12,1,하안로,하안동,43800,84.79
2017,11,01,1990,주공5,14,가림로,하안동,39000,79.07
2017,11,01,1989,주공3,9,안현로,하안동,19200,36.16
2017,11,01,2010,이편한세상센트레빌,23,오리로,하안동,51800,59.982
2017,11,01,2010,이편한세상센트레빌,20,오리로,하안동,69600,123.7
2017,11,01,2009,두산위브트레지움,27,광덕산로,하안동,69800,98.405
2017,11,01,1989,주공3,5,안현로,하안동,26000,49.94
2017,11,01,1989,주공1,14,안현로,하안동,18050,36.16
2017,11,01,1990,주공12,3,하안로,하안동,40800,76.51
2017,11,01,1989,주공1,7,안현로,하안동,19200,36.16
2017,11,01,1990,주공5,11,가림로,하안동,29400,59.39
2017,11,01,2010,이편한세상센트레빌,21,오리로,하안동,50800,59.982
2017,11,01,1989,주공3,12,안현로,하안동,19300,36.34
2017,11,01,1990,주공8(고층),9,하안로,하안동,23500,45.77
2017,11,01,2009,두산위브트레지움,6,광덕산로,하안동,63000,84.986
2017,11,01,2010,이편한세상센트레빌,5,오리로,하안동,67000,123.7
2017,11,01,1989,주공1,4,안현로,하안동,27000,49.94
2017,11,01,2010,광명역세권휴먼시아4단지,2,성채로,소하동,46400,84.18
2017,11,11,1990,주공12,11,하안로,하안동,37300,59.22
2017,11,11,1989,주공3,6,안현로,하안동,21500,41.3
2017,11,11,1989,주공1,1,안현로,하안동,20600,41.3
2017,11,11,1990,주공10,14,하안로,하안동,22400,45.55
2017,11,11,1990,주공9,15,하안로,하안동,29200,58.01
2017,11,11,1990,주공12,15,하안로,하안동,45500,84.79
2017,11,11,1989,주공3,13,안현로,하안동,21300,36.16
2017,11,11,1990,주공10,9,하안로,하안동,31500,59.39
2017,11,11,1990,주공8(저층),1,하안로,하안동,29500,62.17
2017,11,11,2010,이편한세상센트레빌,19,오리로,하안동,52500,59.982
2017,11,11,1990,주공10,11,하안로,하안동,20000,45.9
2017,11,11,1989,주공4,4,안현로,하안동,23300,45.9
2017,11,11,1989,주공2,15,안현로,하안동,28000,58.01
2017,11,11,2009,두산위브트레지움,7,광덕산로,하안동,62000,84.986
2017,11,11,1990,주공9,11,하안로,하안동,23500,45.77
2017,11,11,1989,주공3,11,안현로,하안동,26000,49.94
2017,11,11,1998,광복현대아파트,4,사성로103번길,철산동,30400,59.94
2017,11,11,1986,주공13,12,철산로,철산동,53000,84.77
2017,11,11,2006,브라운스톤,5,도덕공원로,철산동,52750,118.377
2017,11,11,1989,주공4,8,안현로,하안동,22400,45.55
2017,11,11,1989,주공3,13,안현로,하안동,22000,41.3
2017,11,11,1990,주공5,7,가림로,하안동,26000,58.01
2017,11,11,2009,광명소하휴먼시아5단지,14,소하로,소하동,44500,59.63
2017,11,11,2010,광명역세권휴먼시아4단지,5,성채로,소하동,48000,84.99
2017,11,11,2011,광명역세권휴먼시아3단지,5,성채로,소하동,49800,84.18
2017,11,11,2010,광명신촌휴먼시아1단지,2,신촌로,소하동,43500,59.87
2017,11,11,1990,주공11,13,하안로,하안동,23200,41.3
2017,11,11,1990,주공9,14,하안로,하안동,40000,79.07
2017,11,11,1990,주공11,7,하안로,하안동,27950,49.94
2017,11,11,1990,주공10,9,하안로,하안동,31000,59.39
2017,11,11,1990,주공11,12,하안로,하안동,23100,41.3
2017,11,11,1990,주공5,10,가림로,하안동,26400,58.01
2017,11,11,2009,두산위브트레지움,22,광덕산로,하안동,68000,84.996
2017,11,11,1990,주공12,14,하안로,하안동,48200,84.79
2017,11,11,1990,주공6,3,금당로,하안동,27500,49.94
2017,11,11,1990,주공7,10,금당로,하안동,31500,58.01
2017,11,11,2010,이편한세상센트레빌,8,오리로,하안동,52000,59.982
2017,11,11,2010,이편한세상센트레빌,11,오리로,하안동,60000,84.98
2017,11,11,2009,두산위브트레지움,27,광덕산로,하안동,64000,84.986
2017,11,11,1990,주공10,1,하안로,하안동,36200,79.07
2017,11,11,1990,주공10,11,하안로,하안동,31800,58.01
2017,11,11,1989,주공2,13,안현로,하안동,23000,45.77
2017,11,11,2010,광명역세권휴먼시아4단지,6,성채로,소하동,48500,74.91
2017,11,11,2011,광명역세권휴먼시아5단지,17,서원로,소하동,59200,119.09
2017,11,11,2010,광명역세권휴먼시아4단지,18,성채로,소하동,46100,84.18
2017,11,11,2003,동양메이저2,19,하안로,소하동,48500,119.24
2017,11,11,2009,광명소하휴먼시아5단지,6,소하로,소하동,52400,84.95
2017,11,11,2009,광명소하휴먼시아5단지,6,소하로,소하동,45000,59.85
2017,11,11,1998,광명삼익,14,하안로,소하동,30300,59.925
2017,11,11,2010,광명신촌휴먼시아1단지,5,신촌로,소하동,49600,84.95
2017,11,11,2011,광명역세권휴먼시아3단지,11,성채로,소하동,50000,84.99
2017,11,11,2003,동양메이저2,18,하안로,소하동,44900,84.983
2017,11,11,2003,동양메이저2,5,하안로,소하동,42800,84.983
2017,11,11,2003,동양메이저2,4,하안로,소하동,41000,84.983
2017,11,11,2003,동양메이저2,12,하안로,소하동,51500,119.24
2017,11,11,2003,동양메이저2,13,하안로,소하동,50000,119.24
2017,11,11,1985,저층주공4,4,오리로,철산동,50000,49.22
2017,11,11,1992,철산한신,8,디지털로,철산동,43700,89.455
2017,11,11,1990,우성아파트,9,시청로,철산동,26700,54.36
2017,11,11,1989,주공1,10,안현로,하안동,26900,49.94
2017,11,11,1989,주공4,12,안현로,하안동,22500,45.77
2017,11,11,2001,도덕파크타운2단지,13,가림일로,철산동,26800,39.65
2017,11,11,1986,주공13,11,철산로,철산동,51900,83.7
2017,11,11,2010,철산푸르지오하늘채,15,디지털로,철산동,58000,59.985
2017,11,11,1985,저층주공11,2,가마산로,철산동,33000,38.52
2017,11,11,1985,저층주공7,2,모세로,철산동,58800,49.22
2017,11,11,2001,도덕파크타운2단지,24,가림일로,철산동,25800,39.65
2017,11,11,2005,롯데낙천대,7,사성로,철산동,42000,84.38
2017,11,11,1985,저층주공10,1,가마산로,철산동,38000,47.25
2017,11,11,1985,저층주공8,2,모세로,철산동,55000,49.22
2017,11,11,1990,우성아파트,6,시청로,철산동,34900,76.15
2017,11,11,2009,철산래미안자이,1,디지털로,철산동,71800,115.66
2017,11,11,2010,철산푸르지오하늘채,26,디지털로,철산동,68000,84.993
2017,11,11,1989,주공2,5,안현로,하안동,28500,59.39
2017,11,11,1990,주공12,8,하안로,하안동,31000,58.46
2017,11,11,1990,주공10,6,하안로,하안동,31000,58.01
2017,11,11,1990,주공9,15,하안로,하안동,27700,59.39
2017,11,11,1989,주공3,5,안현로,하안동,26500,49.94
2017,11,11,1990,주공8(저층),4,하안로,하안동,39500,84.41
2017,11,11,1985,저층주공10,4,가마산로,철산동,35200,38.52
2017,11,11,1986,주공12,1,디지털로,철산동,35800,53.46
2017,11,11,1986,주공13,5,철산로,철산동,51500,84.77
2017,11,11,1985,저층주공8,3,모세로,철산동,53800,49.22
2017,11,11,1986,주공13,9,철산로,철산동,46000,73.09
2017,11,11,1992,철산한신,14,디지털로,철산동,41000,89.455
2017,11,11,1985,저층주공11,5,가마산로,철산동,33000,38.52
2017,11,11,2010,철산푸르지오하늘채,3,디지털로,철산동,64500,84.999
2017,11,11,1997,상우3차,12,광명로775번길,광명동,26950,59.57
2017,11,11,2005,현진에버빌,12,목감로,광명동,38000,59.807
2017,11,11,2005,영화아이닉스,14,광명로848번길,광명동,39700,79.04
2017,11,11,1999,중앙하이츠3,6,광명로848번길,광명동,35400,84.34
2017,11,11,2005,영화아이닉스,4,광명로848번길,광명동,32200,54.66
2017,11,11,2011,광명해모로이연,25,목감로,광명동,47700,84.99
2017,11,11,2011,광명해모로이연,4,목감로,광명동,49000,84.99
2017,11,11,2007,월드메르디앙,2,목감로,광명동,42500,84.83
2017,11,11,1997,광명한진타운,4,광명로,광명동,46500,84.95
2017,11,11,2005,영화아이닉스,9,광명로848번길,광명동,39000,79.04
2017,11,11,1995,영화,9,도덕로54번길,광명동,25800,59.7
2017,11,11,1993,중앙하이츠1,11,도덕로,광명동,22100,48.69
2017,11,11,1990,우성아파트,8,시청로,철산동,28200,54.36
2017,11,11,2010,철산푸르지오하늘채,11,디지털로,철산동,74500,114.975
2017,11,11,1986,주공13,6,철산로,철산동,50800,83.52
2017,11,11,1986,주공12,11,디지털로,철산동,43250,60.21
2017,11,11,1985,저층주공8,1,모세로,철산동,79900,84.18
2017,11,11,2010,철산푸르지오하늘채,3,디지털로,철산동,72700,114.982
2017,11,11,2010,철산푸르지오하늘채,12,디지털로,철산동,69100,84.993
2017,11,11,1985,저층주공7,2,모세로,철산동,69300,59.3
2017,11,11,1998,광복현대아파트,14,사성로103번길,철산동,31000,59.94
2017,11,11,1985,저층주공8,1,모세로,철산동,48200,42.74
2017,11,11,1986,주공13,15,철산로,철산동,45800,73.08
2017,11,11,2010,철산푸르지오하늘채,21,디지털로,철산동,68500,84.993
2017,11,11,1992,철산한신,14,디지털로,철산동,45000,129.655
2017,11,11,1986,주공12,2,디지털로,철산동,39400,61.38
2017,11,11,2006,브라운스톤,13,도덕공원로,철산동,48400,84.941
2017,11,11,2006,브라운스톤,11,도덕공원로,철산동,43000,59.971
2017,11,11,1986,주공12,14,디지털로,철산동,51000,84.97
2017,11,11,1986,주공13,7,철산로,철산동,46500,73.09
2017,11,11,1992,철산한신,18,디지털로,철산동,42800,89.455
2017,11,11,1985,저층주공8,4,모세로,철산동,54500,49.22
2017,11,11,1993,중앙하이츠1,16,도덕로,광명동,24300,56.49
2017,11,11,1997,광명한진타운,7,광명로,광명동,39000,59.93
2017,11,11,2011,광명해모로이연,20,목감로,광명동,59900,141.32
2017,11,11,2007,팰리스필 2차(782),4,새터안로12번길,광명동,32000,63.56
2017,11,11,2005,현진에버빌,12,목감로,광명동,51000,120.201
2017,11,11,1997,광명한진타운,7,광명로,광명동,39400,59.93
2017,11,11,1997,광명한진타운,20,광명로,광명동,39500,59.93
2017,11,31,1990,주공6,8,금당로,하안동,21700,36.16
2017,11,31,1989,주공3,11,안현로,하안동,27000,49.94
2017,11,31,1990,주공9,14,하안로,하안동,29300,59.39
2017,11,31,1990,주공7,10,금당로,하안동,31500,59.39
2017,11,31,1989,주공3,1,안현로,하안동,15000,36.34
