기준년도,기준월,기준일,건축년도,아파트명,층수,도로명,법정동명,거래금액(만원),전용면적(㎡)
2021,7,29,1998,광복현대아파트,16,사성로103번길,철산동,74000,84.67
2021,7,29,2007,두산위브,17,사성로,철산동,101500,114.99
2021,7,29,2001,도덕파크타운2단지,7,가림일로,철산동,53800,39.65
2021,7,29,2009,철산래미안자이,18,디지털로,철산동,99000,59.67
2021,7,29,2010,광명역세권휴먼시아4단지,15,성채로,소하동,89500,84.58
2021,7,29,2009,광명소하휴먼시아3단지,8,소하로,소하동,89000,84.83
2021,7,29,2006,금호어울림,3,하안로,소하동,63500,59.97
2021,7,3,2005,현진에버빌,1,목감로,광명동,59500,59.807
2021,7,3,2011,광명해모로이연,17,목감로,광명동,89990,84.97
2021,7,3,1990,우성아파트,4,시청로,철산동,58000,54.36
2021,7,3,1990,주공12,2,하안로,하안동,89900,76.51
2021,7,3,2010,이편한세상센트레빌,3,오리로,하안동,102500,84.98
2021,7,3,1990,주공5,7,가림로,하안동,64800,59.39
2021,7,3,2005,현진에버빌,23,목감로,광명동,67500,59.807
2021,7,3,1998,광복현대아파트,2,사성로103번길,철산동,55000,59.94
2021,7,3,1990,우성아파트,11,시청로,철산동,60000,54.36
2021,7,3,2010,철산푸르지오하늘채,13,디지털로,철산동,94300,59.985
2021,7,3,2007,브라운스톤2차,5,도덕공원로,철산동,85000,84.613
2021,7,3,1986,주공12,3,디지털로,철산동,80500,53.46
2021,7,3,2004,팰리스필,5,새터로,광명동,51000,64.75
2021,7,30,2009,광명 두산위브 트레지움,10,광덕산로,하안동,130000,99.401
2021,7,30,1989,주공2,10,안현로,하안동,66000,59.39
2021,7,30,1990,주공6,8,금당로,하안동,57500,36.16
2021,7,30,1993,중앙하이츠1,5,도덕로,광명동,75000,131.54
2021,7,30,2008,광명휴먼림,2,새터로,광명동,48900,84.922
2021,7,30,1997,상우3차,7,광명로775번길,광명동,60000,100.8
2021,7,30,2011,광명역세권휴먼시아5단지,8,서원로,소하동,116500,119.47
2021,7,30,2009,철산래미안자이,24,디지털로,철산동,96000,59.67
2021,7,30,1990,우성아파트,11,시청로,철산동,66500,76.15
2021,7,30,2001,도덕파크타운2단지,3,가림일로,철산동,51500,39.65
2021,7,31,1993,중앙하이츠1,7,도덕로,광명동,67500,84.79
2021,7,31,1995,영화,4,도덕로54번길,광명동,40700,59.7
2021,7,31,1997,상우3차,6,광명로775번길,광명동,42000,59.57
2021,7,31,1997,광명한진타운,10,광명로,광명동,75000,59.93
2021,7,31,1999,광명현대,12,덕단이로,광명동,50000,84.89
2021,7,31,2005,영화아이닉스,6,광명로848번길,광명동,59000,54.66
2021,7,31,1998,광명신원,7,,광명동,50000,59.96
2021,7,31,2001,도덕파크타운2단지,10,가림일로,철산동,52000,39.65
2021,7,31,2011,광명역세권휴먼시아3단지,18,성채로,소하동,88000,84.18
2021,7,31,1990,주공10,7,하안로,하안동,74500,59.39
2021,7,31,1986,주공13,15,철산로,철산동,110000,84.77
2021,7,31,1990,주공12,2,하안로,하안동,70000,58.46
2021,7,31,1992,철산한신,20,디지털로,철산동,94000,89.455
2021,7,31,1986,주공13,11,철산로,철산동,108000,83.06
2021,7,31,1986,주공13,10,철산로,철산동,98700,73.09
2021,7,31,1995,광명현대아파트,12,가림일로,하안동,67900,84.9
2021,7,31,1989,주공3,7,안현로,하안동,53000,36.16
2021,7,31,1990,주공5,7,가림로,하안동,64800,59.39
2021,7,31,2009,철산래미안자이,10,디지털로,철산동,127000,84.35
2021,7,4,1993,중앙하이츠2,12,덕단이로,광명동,44200,56.49
2021,7,4,2010,이편한세상센트레빌,15,오리로,하안동,107900,84.98
2021,7,4,1992,철산한신,11,디지털로,철산동,92500,89.455
2021,7,4,1992,철산한신,6,디지털로,철산동,90500,89.455
2021,7,5,1986,주공13,3,철산로,철산동,94500,73.08
2021,7,5,2006,브라운스톤,4,도덕공원로,철산동,87000,84.941
2021,7,5,2001,도덕파크타운2단지,5,가림일로,철산동,59000,49.97
2021,7,5,1989,주공2,13,안현로,하안동,65500,61.52
2021,7,5,1990,주공10,8,하안로,하안동,58000,45.77
2021,7,5,2009,광명 두산위브 트레지움,1,광덕산로,하안동,114000,84.996
2021,7,5,1990,주공9,1,하안로,하안동,80500,79.07
2021,7,5,1989,주공4,12,안현로,하안동,56700,45.77
2021,7,5,1989,주공4,10,안현로,하안동,68000,59.39
2021,7,5,1990,주공9,11,하안로,하안동,65800,58.01
2021,7,6,2005,현진에버빌,9,목감로,광명동,79500,84.284
2021,7,6,2005,현진에버빌,19,목감로,광명동,66400,59.807
2021,7,6,2009,광명 두산위브 트레지움,25,광덕산로,하안동,93500,59.986
2021,7,6,1990,우성아파트,4,시청로,철산동,76500,84.74
2021,7,6,1989,주공3,8,안현로,하안동,55000,41.3
2021,7,7,2011,광명해모로이연,16,목감로,광명동,93500,84.986
2021,7,7,1998,광명삼익,13,하안로,소하동,66800,84.98
2021,7,7,2007,두산위브,6,사성로,철산동,69250,59.81
2021,7,7,2007,두산위브,7,사성로,철산동,69000,59.81
2021,7,7,2006,브라운스톤,15,도덕공원로,철산동,85000,84.941
2021,7,7,2005,롯데낙천대,8,사성로,철산동,70000,59.94
2021,7,7,2001,철산리버빌 주공아파트,11,안양천로502번길,철산동,51000,49.61
2021,7,7,1986,주공13,5,철산로,철산동,98000,73.08
2021,7,7,1990,주공10,14,하안로,하안동,68500,59.39
2021,7,7,2010,이편한세상센트레빌,25,오리로,하안동,133000,123.7
2021,7,7,1990,주공7,7,금당로,하안동,85500,79.07
2021,7,8,1990,주공12,4,하안로,하안동,82000,59.22
2021,7,8,2010,이편한세상센트레빌,19,오리로,하안동,87900,59.982
2021,7,8,2010,이편한세상센트레빌,8,오리로,하안동,97700,84.981
2021,7,8,1989,주공3,12,안현로,하안동,62500,49.94
2021,7,8,1989,주공3,12,안현로,하안동,62500,49.94
2021,7,8,1986,주공13,14,철산로,철산동,110000,83.52
2021,7,8,1986,주공13,12,철산로,철산동,99500,73.08
2021,7,8,2009,광명소하휴먼시아5단지,2,소하로,소하동,75000,59.97
2021,7,8,2011,광명역세권휴먼시아3단지,9,성채로,소하동,82500,74.98
2021,7,8,2010,광명소하휴먼시아2단지,10,소하로,소하동,111500,119.21
2021,7,8,2009,광명소하휴먼시아5단지,8,소하로,소하동,77700,59.85
2021,7,8,2007,월드메르디앙,26,목감로,광명동,68900,59.7
2021,7,9,1992,쌍마한신,12,철산로,철산동,67800,65.66
2021,7,9,1992,철산한신,17,디지털로,철산동,89950,89.455
2021,7,9,2010,광명신촌휴먼시아1단지,11,신촌로,소하동,89250,84.84
2021,7,9,1990,주공12,13,하안로,하안동,82400,59.22
2021,7,9,1990,주공12,1,하안로,하안동,60000,44.89
2021,7,9,1990,주공6,10,금당로,하안동,55000,41.3
2021,7,9,1989,주공3,8,안현로,하안동,55000,41.3
2021,7,9,1989,주공2,7,안현로,하안동,53400,45.77
2021,8,1,1986,주공13,13,철산로,철산동,103400,73.09
2021,8,1,2009,철산래미안자이,11,디지털로,철산동,130000,84.66
2021,8,10,1992,철산한신,10,디지털로,철산동,95000,89.455
2021,8,10,2001,도덕파크타운2단지,17,가림일로,철산동,62500,49.98
2021,8,10,1989,주공4,13,안현로,하안동,74000,59.39
2021,8,10,2010,광명소하휴먼시아7단지,5,소하로,소하동,98000,119.79
2021,8,10,2011,광명역세권휴먼시아5단지,8,서원로,소하동,119500,119.47
2021,8,11,1998,광명신원,9,,광명동,64000,75.66
2021,8,11,1990,주공5,5,가림로,하안동,85000,79.07
2021,8,11,2010,이편한세상센트레빌,31,오리로,하안동,109000,84.981
2021,8,11,2009,광명 두산위브 트레지움,19,광덕산로,하안동,94950,59.986
2021,8,11,1990,주공8(고층),6,하안로,하안동,71000,58.01
2021,8,12,1993,중앙하이츠1,2,도덕로,광명동,36000,56.49
2021,8,12,1998,광복현대아파트,14,사성로103번길,철산동,60000,59.94
2021,8,12,2009,철산래미안자이,3,디지털로,철산동,98000,59.67
2021,8,12,2009,철산래미안자이,1,디지털로,철산동,98000,59.67
2021,8,12,1990,주공9,1,하안로,하안동,65000,58.01
2021,8,12,1990,주공9,13,하안로,하안동,59500,45.77
2021,8,12,1990,개운고층,6,오리로397번길,소하동,50300,81.64
2021,8,12,2009,광명소하휴먼시아3단지,8,소하로,소하동,89000,84.77
2021,8,12,2009,광명소하휴먼시아3단지,9,소하로,소하동,88500,84.77
2021,8,12,1995,광명현대아파트,2,가림일로,하안동,62000,84.9
2021,8,13,2009,광명소하휴먼시아3단지,11,소하로,소하동,89500,84.83
2021,8,13,2010,광명역세권휴먼시아4단지,8,성채로,소하동,81500,74.98
2021,8,13,2011,광명역세권휴먼시아3단지,11,성채로,소하동,88500,84.18
2021,8,13,2003,동양메이저2,15,하안로,소하동,80000,84.983
2021,8,13,1998,광복현대아파트,3,사성로103번길,철산동,75500,84.67
2021,8,13,1986,주공12,10,디지털로,철산동,92200,60.21
2021,8,14,2007,브라운스톤2차,13,도덕공원로,철산동,91500,84.613
2021,8,14,2007,브라운스톤2차,13,도덕공원로,철산동,91500,84.613
2021,8,14,2009,철산래미안자이,8,디지털로,철산동,129000,84.66
2021,8,14,2010,철산푸르지오하늘채,22,디지털로,철산동,141000,114.975
2021,8,14,2001,도덕파크타운2단지,15,가림일로,철산동,66800,49.97
2021,8,14,2011,광명해모로이연,10,목감로,광명동,94000,84.986
2021,8,14,2010,광명소하휴먼시아2단지,1,소하로,소하동,108500,119.85
2021,8,14,2018,광명역센트럴자이,22,광명역로,일직동,144000,84.987
2021,8,14,2010,광명신촌휴먼시아1단지,12,신촌로,소하동,86000,84.95
2021,8,14,1990,주공11,1,하안로,하안동,59500,41.3
2021,8,14,2010,이편한세상센트레빌,21,오리로,하안동,112500,84.975
2021,8,14,1990,주공9,1,하안로,하안동,65000,59.39
2021,8,14,1990,주공9,12,하안로,하안동,70000,58.01
2021,8,14,1990,주공5,3,가림로,하안동,65000,59.39
2021,8,14,1989,주공4,8,안현로,하안동,56000,45.9
2021,8,15,2017,광명역파크자이,29,광명역로,일직동,115500,59.968
2021,8,15,2009,철산래미안자이,29,디지털로,철산동,144000,116.73
2021,8,16,2000,동양(55-0),6,하안로,소하동,68000,84.93
2021,8,16,1990,주공9,10,하안로,하안동,59900,45.77
2021,8,16,2010,광명소하휴먼시아2단지,15,소하로,소하동,108000,101.94
2021,8,16,1989,주공1,4,안현로,하안동,45000,36.16
2021,8,17,1990,주공7,6,금당로,하안동,64600,45.77
2021,8,17,1990,주공11,2,하안로,하안동,67900,49.94
2021,8,17,1989,주공3,7,안현로,하안동,61800,41.3
2021,8,17,1990,주공9,13,하안로,하안동,60000,45.77
2021,8,17,1990,주공7,15,금당로,하안동,75000,59.39
2021,8,17,1990,주공5,11,가림로,하안동,60000,58.01
2021,8,17,2009,철산래미안자이,21,디지털로,철산동,131000,84.44
2021,8,17,1986,주공12,6,디지털로,철산동,116000,84.97
2021,8,17,2011,광명해모로이연,4,목감로,광명동,104300,123.873
2021,8,17,1997,광명한진타운,10,광명로,광명동,72000,59.93
2021,8,17,1998,광복현대아파트,1,사성로103번길,철산동,72500,84.67
2021,8,17,1992,철산한신,4,디지털로,철산동,92000,89.455
2021,8,18,1990,우성아파트,11,시청로,철산동,70000,76.15
2021,8,18,2010,철산푸르지오하늘채,7,디지털로,철산동,98000,59.977
2021,8,18,2009,철산래미안자이,20,디지털로,철산동,98000,59.67
2021,8,18,2007,두산위브,5,사성로,철산동,73600,59.81
2021,8,18,2001,도덕파크타운2단지,5,가림일로,철산동,63000,49.97
2021,8,18,2002,도덕파크타운1단지,13,가림일로,철산동,74800,59.82
2021,8,18,2011,광명해모로이연,4,목감로,광명동,105000,123.873
2021,8,18,2002,도덕파크타운1단지,14,가림일로,철산동,75000,59.82
2021,8,18,1990,주공10,10,하안로,하안동,75000,59.39
2021,8,18,1990,주공12,1,하안로,하안동,97500,84.79
2021,8,18,1989,주공4,13,안현로,하안동,55000,45.9
2021,8,18,1990,주공9,13,하안로,하안동,61900,45.77
2021,8,18,1990,주공10,6,하안로,하안동,66000,59.39
2021,8,19,2010,광명역세권휴먼시아4단지,8,성채로,소하동,88000,84.99
2021,8,19,2010,이편한세상센트레빌,22,오리로,하안동,134000,122.243
2021,8,19,1990,주공12,3,하안로,하안동,95000,76.51
2021,8,19,2009,철산래미안자이,18,디지털로,철산동,99000,59.67
2021,8,19,2001,도덕파크타운2단지,12,가림일로,철산동,51000,39.65
2021,8,2,1990,주공5,15,가림로,하안동,53500,45.77
2021,8,2,1990,주공12,7,하안로,하안동,83800,59.22
2021,8,2,1998,광명신원,3,,광명동,47500,59.96
2021,8,2,1993,중앙하이츠1,15,도덕로,광명동,42000,56.49
2021,8,2,1992,철산한신,17,디지털로,철산동,92800,89.455
2021,8,20,1999,광명현대,10,덕단이로,광명동,43000,59.88
2021,8,20,2002,도덕파크타운1단지,13,가림일로,철산동,77000,59.82
2021,8,20,1998,광복현대아파트,8,사성로103번길,철산동,61300,59.94
2021,8,20,2007,두산위브,8,사성로,철산동,69800,59.81
2021,8,20,2006,브라운스톤,1,도덕공원로,철산동,76000,59.978
2021,8,20,1989,주공3,10,안현로,하안동,70000,49.94
2021,8,20,2018,광명역 써밋플레이스,7,양지로,일직동,144500,84.966
2021,8,20,2011,광명역세권휴먼시아3단지,10,성채로,소하동,86000,84.95
2021,8,20,2011,광명역세권휴먼시아3단지,11,성채로,소하동,88000,84.58
2021,8,20,2011,광명역세권휴먼시아3단지,18,성채로,소하동,90000,84.18
2021,8,21,1990,주공11,10,하안로,하안동,71500,49.94
2021,8,21,2009,광명소하휴먼시아5단지,3,소하로,소하동,90000,84.83
2021,8,21,2005,우림필유,11,하안로,소하동,60000,59.723
2021,8,21,2017,광명역푸르지오,28,양달로,일직동,113500,59.997
2021,8,21,1990,주공12,11,하안로,하안동,75000,58.46
2021,8,21,1989,주공2,6,안현로,하안동,63800,58.01
2021,8,21,2009,광명 두산위브 트레지움,5,광덕산로,하안동,130000,98.405
2021,8,21,1990,주공9,9,하안로,하안동,71900,59.39
2021,8,21,1990,주공9,3,하안로,하안동,69800,59.39
2021,8,21,1990,주공8(고층),3,하안로,하안동,71900,58.01
2021,8,21,1998,광복현대아파트,19,사성로103번길,철산동,59000,59.94
2021,8,21,2006,브라운스톤,5,도덕공원로,철산동,78500,59.41
2021,8,21,2007,두산위브,20,사성로,철산동,103000,114.99
2021,8,21,2009,철산래미안자이,16,디지털로,철산동,124500,84.35
2021,8,21,1993,중앙하이츠1,9,도덕로,광명동,78000,131.54
2021,8,21,1993,중앙하이츠1,8,도덕로,광명동,50000,56.49
2021,8,21,2009,철산래미안자이,17,디지털로,철산동,100000,59.67
2021,8,21,1998,광복현대아파트,16,사성로103번길,철산동,78500,84.67
2021,8,21,1998,광명신원,7,,광명동,50000,59.96
2021,8,21,1998,광복현대아파트,16,사성로103번길,철산동,78500,84.67
2021,8,22,1990,우성아파트,3,시청로,철산동,80800,84.74
2021,8,22,1990,우성아파트,6,시청로,철산동,74250,76.15
2021,8,23,2009,철산래미안자이,3,디지털로,철산동,118000,84.35
2021,8,23,2005,현진에버빌,4,목감로,광명동,84500,84.284
2021,8,23,1989,주공2,9,안현로,하안동,86000,66.56
2021,8,24,2009,광명 두산위브 트레지움,9,광덕산로,하안동,98300,59.986
2021,8,24,2009,광명 두산위브 트레지움,26,광덕산로,하안동,119500,84.996
2021,8,24,1990,주공10,12,하안로,하안동,75500,59.39
2021,8,24,1990,주공10,3,하안로,하안동,73500,59.39
2021,8,24,1998,광명삼익,6,하안로,소하동,53500,59.925
2021,8,24,2011,광명역세권휴먼시아3단지,11,성채로,소하동,87800,84.95
2021,8,25,1990,주공10,8,하안로,하안동,59600,45.55
2021,8,25,2010,이편한세상센트레빌,25,오리로,하안동,108900,84.981
2021,8,25,2000,동양(55-0),14,하안로,소하동,59900,59.34
2021,8,25,2011,광명역세권휴먼시아3단지,5,성채로,소하동,88000,84.99
2021,8,25,2010,철산푸르지오하늘채,24,디지털로,철산동,97000,59.977
2021,8,26,2007,광명푸르지오,19,도덕공원로,철산동,83500,59.99
2021,8,26,2010,철산푸르지오하늘채,6,디지털로,철산동,100000,59.977
2021,8,26,2009,광명 두산위브 트레지움,24,광덕산로,하안동,118000,84.986
2021,8,26,2018,광명역 써밋플레이스,5,양지로,일직동,108000,59.683
2021,8,26,2017,광명역푸르지오,1,양달로,일직동,120000,84.925
2021,8,27,1986,주공12,5,디지털로,철산동,90000,60.21
2021,8,28,1998,광복현대아파트,14,사성로103번길,철산동,58000,59.94
2021,8,28,2005,롯데낙천대,8,사성로,철산동,80000,84.38
2021,8,28,1995,상우2차,1,도덕로28번안길,광명동,49700,78.45
2021,8,28,2004,광명동리버빌A동,5,광명로772번길,광명동,26500,61.2
2021,8,28,2004,광명(308-2),2,새터로12번길,광명동,33000,79.8
2021,8,28,2010,이편한세상센트레빌,2,오리로,하안동,128000,123.7
2021,8,28,1989,주공1,5,안현로,하안동,60000,41.3
2021,8,28,2010,이편한세상센트레빌,21,오리로,하안동,140000,123.7
2021,8,28,2010,광명역세권휴먼시아4단지,7,성채로,소하동,89000,84.99
2021,8,28,1990,주공9,5,하안로,하안동,73000,58.01
2021,8,28,1990,주공6,5,금당로,하안동,71000,49.94
2021,8,28,1990,주공11,5,하안로,하안동,57000,36.16
2021,8,28,1990,주공11,7,하안로,하안동,70000,49.94
2021,8,28,1990,주공10,4,하안로,하안동,60000,45.77
2021,8,28,1990,주공10,2,하안로,하안동,56000,45.9
2021,8,28,2009,광명소하휴먼시아5단지,6,소하로,소하동,93000,84.77
2021,8,28,2018,광명역 써밋플레이스,25,양지로,일직동,145000,84.853
2021,8,3,2018,광명역 써밋플레이스,25,양지로,일직동,112000,59.683
2021,8,3,2011,광명역세권휴먼시아3단지,3,성채로,소하동,85000,84.12
2021,8,3,1990,주공12,7,하안로,하안동,72300,58.46
2021,8,3,1992,철산한신,12,디지털로,철산동,92500,89.455
2021,8,30,1989,주공1,10,안현로,하안동,67000,49.94
2021,8,30,2010,이편한세상센트레빌,5,오리로,하안동,109500,84.98
2021,8,30,2009,광명 두산위브 트레지움,28,광덕산로,하안동,135000,84.996
2021,8,30,2017,광명역파크자이,14,광명역로,일직동,158800,95.375
2021,8,31,2010,이편한세상센트레빌,5,오리로,하안동,118000,84.975
2021,8,31,2010,이편한세상센트레빌,17,오리로,하안동,92500,59.982
2021,8,31,2009,광명 두산위브 트레지움,5,광덕산로,하안동,94500,59.986
2021,8,31,1990,주공12,10,하안로,하안동,77000,58.46
2021,8,31,1986,주공13,8,철산로,철산동,105000,73.09
2021,8,31,2007,광명푸르지오,8,도덕공원로,철산동,83300,59.99
2021,8,31,1997,상우3차,13,광명로775번길,광명동,58000,82.2
2021,8,4,2009,철산래미안자이,18,디지털로,철산동,97500,59.67
2021,8,4,2009,철산래미안자이,12,디지털로,철산동,140000,116.73
2021,8,4,1990,주공6,2,금당로,하안동,63700,49.94
2021,8,4,2010,이편한세상센트레빌,8,오리로,하안동,124500,123.7
2021,8,4,2000,동양(55-0),15,하안로,소하동,57500,59.34
2021,8,5,2009,광명소하휴먼시아3단지,12,소하로,소하동,89800,84.83
2021,8,5,2002,도덕파크타운1단지,13,가림일로,철산동,65200,59.82
2021,8,5,2005,현진에버빌,1,목감로,광명동,62700,59.807
2021,8,5,1995,상우1차,13,도덕로,광명동,41500,59.45
2021,8,6,1990,주공12,8,하안로,하안동,67000,44.89
2021,8,6,2003,동양메이저2,9,하안로,소하동,67800,59.96
2021,8,6,2006,금호어울림,12,하안로,소하동,72500,84.99
2021,8,7,1998,광복현대아파트,17,사성로103번길,철산동,58000,59.94
2021,8,7,2009,철산래미안자이,18,디지털로,철산동,144500,115.66
2021,8,7,1990,우성아파트,8,시청로,철산동,73000,76.15
2021,8,7,2005,현진에버빌,14,목감로,광명동,67000,59.807
2021,8,7,2011,광명해모로이연,26,목감로,광명동,92000,84.97
2021,8,7,2005,현진에버빌,13,목감로,광명동,65000,59.807
2021,8,7,2001,철산리버빌 주공아파트,20,안양천로502번길,철산동,50000,49.61
2021,8,8,2009,철산래미안자이,30,디지털로,철산동,128000,84.44
2021,8,9,1986,주공13,12,철산로,철산동,115000,84.77
2021,8,9,1990,주공11,10,하안로,하안동,49000,36.34
2021,8,9,1997,광명한진타운,19,광명로,광명동,73000,59.93
2021,8,9,2004,광명동리버빌A동,2,광명로772번길,광명동,37000,69.82
2021,8,9,2007,두산위브,5,사성로,철산동,93000,84.9
2021,8,9,1990,주공9,13,하안로,하안동,73000,59.39
2021,8,9,1989,주공2,15,안현로,하안동,65000,59.39
2021,9,1,2010,이편한세상센트레빌,18,오리로,하안동,111000,84.975
2021,9,1,1986,주공13,1,철산로,철산동,90000,84.77
2021,9,1,2009,광명 두산위브 트레지움,7,광덕산로,하안동,99000,59.986
2021,9,10,1989,주공1,15,안현로,하안동,59950,41.3
2021,9,10,2009,광명 두산위브 트레지움,11,광덕산로,하안동,154300,147.797
2021,9,10,2010,광명소하휴먼시아7단지,3,소하로,소하동,103000,119.75
2021,9,10,1992,철산한신,21,디지털로,철산동,95750,89.455
2021,9,10,1986,주공13,14,철산로,철산동,100000,73.08
2021,9,10,1990,우성아파트,13,시청로,철산동,63000,54.36
2021,9,10,2010,철산푸르지오하늘채,17,디지털로,철산동,94000,59.985
2021,9,10,2007,두산위브,2,사성로,철산동,72000,59.81
2021,9,10,1992,철산한신,5,디지털로,철산동,91000,89.455
2021,9,11,1989,주공1,7,안현로,하안동,69000,49.94
2021,9,11,2010,이편한세상센트레빌,21,오리로,하안동,107500,84.98
2021,9,11,1990,주공5,13,가림로,하안동,49700,45.77
2021,9,11,1997,광명한진타운,5,광명로,광명동,88000,84.95
2021,9,11,1990,주공10,6,하안로,하안동,59900,45.9
2021,9,11,2001,도덕파크타운2단지,8,가림일로,철산동,52000,39.65
2021,9,11,2007,브라운스톤2차,21,도덕공원로,철산동,85000,84.613
2021,9,11,1992,철산한신,7,디지털로,철산동,95000,89.455
2021,9,11,2007,두산위브,8,사성로,철산동,75000,59.81
2021,9,11,2009,광명소하휴먼시아5단지,14,소하로,소하동,97500,84.95
2021,9,11,2011,광명역세권휴먼시아3단지,12,성채로,소하동,85000,74.91
2021,9,11,2010,광명소하휴먼시아2단지,11,소하로,소하동,105000,101.94
2021,9,11,2009,광명소하휴먼시아5단지,3,소하로,소하동,92000,84.83
2021,9,11,2017,광명역파크자이,15,광명역로,일직동,144000,84.964
2021,9,11,2018,광명역 써밋플레이스,31,양지로,일직동,117000,59.683
2021,9,11,2018,광명역 써밋플레이스,30,양지로,일직동,147000,84.933
2021,9,11,2018,광명역 써밋플레이스,33,양지로,일직동,118000,59.683
2021,9,11,2018,광명역센트럴자이,19,광명역로,일직동,119000,59.997
2021,9,12,1986,주공12,15,디지털로,철산동,119500,84.97
2021,9,12,2010,이편한세상센트레빌,19,오리로,하안동,137500,123.7
2021,9,12,1997,광명한진타운,11,광명로,광명동,87700,84.95
2021,9,13,2001,도덕파크타운2단지,23,가림일로,철산동,54000,39.65
2021,9,13,2002,도덕파크타운1단지,15,가림일로,철산동,76000,59.82
2021,9,13,2007,광명푸르지오,9,도덕공원로,철산동,79700,59.99
2021,9,13,2001,도덕파크타운2단지,3,가림일로,철산동,67000,49.97
2021,9,14,2010,광명소하휴먼시아2단지,11,소하로,소하동,118000,119.85
2021,9,14,2007,월드메르디앙,21,목감로,광명동,79700,59.7
2021,9,14,2017,광명역파크자이,26,광명역로,일직동,145000,84.964
2021,9,15,1989,주공3,3,안현로,하안동,65000,49.94
2021,9,15,1998,광명신원,4,,광명동,49900,59.96
2021,9,16,2011,광명역세권휴먼시아3단지,14,성채로,소하동,93500,84.18
2021,9,16,1990,주공8(고층),11,하안로,하안동,73500,58.01
2021,9,16,2009,철산래미안자이,3,디지털로,철산동,100000,59.67
2021,9,17,1992,철산한신,10,디지털로,철산동,98500,89.455
2021,9,17,2001,도덕파크타운2단지,19,가림일로,철산동,69400,49.98
2021,9,17,1990,주공5,5,가림로,하안동,53500,45.77
2021,9,17,2010,광명소하휴먼시아7단지,4,소하로,소하동,104700,119.9
2021,9,18,1990,주공8(고층),14,하안로,하안동,72500,58.01
2021,9,18,2009,광명 두산위브 트레지움,12,광덕산로,하안동,93000,59.986
2021,9,18,2001,도덕파크타운2단지,15,가림일로,철산동,53300,39.65
2021,9,18,2001,도덕파크타운2단지,20,가림일로,철산동,69800,49.98
2021,9,18,1989,주공1,14,안현로,하안동,69000,49.94
2021,9,18,2004,광명동리버빌A동,4,광명로772번길,광명동,37400,69.46
2021,9,18,2018,광명역 써밋플레이스,14,양지로,일직동,148800,84.933
2021,9,18,2010,이편한세상센트레빌,18,오리로,하안동,114800,84.98
2021,9,18,2010,이편한세상센트레빌,13,오리로,하안동,87500,59.982
2021,9,18,2001,도덕파크타운2단지,20,가림일로,철산동,70000,49.98
2021,9,18,2010,이편한세상센트레빌,17,오리로,하안동,97000,59.982
2021,9,19,2004,광명(308-2),2,새터로12번길,광명동,34800,79.8
2021,9,2,1990,주공5,15,가림로,하안동,78000,79.07
2021,9,2,2010,철산푸르지오하늘채,3,디지털로,철산동,119500,84.999
2021,9,2,2001,철산리버빌 주공아파트,4,안양천로502번길,철산동,55000,49.61
2021,9,2,1995,상우2차,6,도덕로28번안길,광명동,51000,82.5
2021,9,2,1997,상우3차,2,광명로775번길,광명동,44000,59.7
2021,9,23,2009,광명소하휴먼시아3단지,5,소하로,소하동,92000,84.95
2021,9,23,1990,주공12,7,하안로,하안동,96900,76.51
2021,9,23,1995,광명현대아파트,6,가림일로,하안동,57500,52.7
2021,9,23,2009,광명소하휴먼시아3단지,1,소하로,소하동,87000,84.77
2021,9,24,1989,주공3,8,안현로,하안동,49100,49.94
2021,9,24,2010,이편한세상센트레빌,26,오리로,하안동,114500,84.98
2021,9,24,1995,하안현대아파트,3,가림일로,하안동,69700,84.9
2021,9,24,2006,브라운스톤,9,도덕공원로,철산동,81000,59.41
2021,9,25,1990,주공7,5,금당로,하안동,93000,79.07
2021,9,25,1990,주공5,12,가림로,하안동,66000,58.01
2021,9,25,1990,주공5,5,가림로,하안동,53000,45.77
2021,9,25,2005,롯데낙천대,20,사성로,철산동,75000,59.94
2021,9,25,2007,광명푸르지오,13,도덕공원로,철산동,83800,59.99
2021,9,25,1985,저층주공10,3,가마산로,철산동,93000,47.25
2021,9,25,2010,이편한세상센트레빌,12,오리로,하안동,107000,84.981
2021,9,25,2006,금호어울림,5,하안로,소하동,75000,84.99
2021,9,25,2010,광명역세권휴먼시아4단지,12,성채로,소하동,87000,74.98
2021,9,25,2009,광명소하휴먼시아3단지,13,소하로,소하동,93500,84.83
2021,9,25,1990,주공8(고층),4,하안로,하안동,72000,59.39
2021,9,25,2001,도덕파크타운2단지,3,가림일로,철산동,52500,39.73
2021,9,25,1989,주공4,7,안현로,하안동,62000,45.77
2021,9,27,1992,쌍마한신,1,철산로,철산동,84200,84.93
2021,9,27,1985,저층주공11,1,가마산로,철산동,95000,47.25
2021,9,27,2010,이편한세상센트레빌,13,오리로,하안동,92000,59.982
2021,9,28,1997,광명한진타운,3,광명로,광명동,87800,84.95
2021,9,28,1990,오덕,2,영당로21번길,소하동,23000,55.44
2021,9,29,1998,광명신원,14,,광명동,64000,75.66
2021,9,3,1990,주공10,9,하안로,하안동,60000,45.55
2021,9,3,1998,광복현대아파트,4,사성로103번길,철산동,78500,84.67
2021,9,3,1986,주공13,10,철산로,철산동,102000,83.52
2021,9,3,1990,주공7,6,금당로,하안동,89000,79.07
2021,9,3,1990,주공9,3,하안로,하안동,73000,59.39
2021,9,3,2010,광명소하휴먼시아2단지,5,소하로,소하동,104400,101.94
